"RNC_N=300,mq=1,p=0.120000",300.000000, 172, 260, 0.866667, -0.395130, 137.477158, 1.219507, 178.395218, 0.710000, 11, 1.733333, 5148.653320, 300, 0.003333
"RNC_N=300,mq=1,p=0.122000",300.000000, 193, 268, 0.893333, -0.399086, 131.773590, 1.250124, 176.650223, 0.715521, 10, 1.786667, 5888.340332, 300, 0.003333
"RNC_N=300,mq=1,p=0.124000",300.000000, 133, 218, 0.726667, -0.271897, 138.946365, 1.293937, 134.989212, 0.779219, 11, 1.453333, 1924.352295, 300, 0.003333
"RNC_N=300,mq=1,p=0.126000",300.000000, 228, 358, 1.193333, -0.512302, 129.859238, 1.196952, 208.333176, 0.660833, 12, 2.386667, 13053.137695, 300, 0.003333
"RNC_N=300,mq=1,p=0.128000",300.000000, 156, 221, 0.736667, -0.279508, 149.849564, 1.288974, 152.798828, 0.753021, 10, 1.473333, 1740.774902, 300, 0.003333
"RNC_N=300,mq=1,p=0.130000",300.000000, 222, 335, 1.116667, -0.487485, 130.336502, 1.243036, 194.743851, 0.681146, 13, 2.233333, 9409.689453, 300, 0.003333
"RNC_N=300,mq=1,p=0.132000",300.000000, 187, 297, 0.990000, -0.397725, 148.662949, 1.220549, 178.570221, 0.706094, 9, 1.980000, 8211.892578, 300, 0.003333
"RNC_N=300,mq=1,p=0.134000",300.000000, 212, 323, 1.076667, -0.426738, 142.556671, 1.265050, 185.146561, 0.697448, 11, 2.153333, 7796.922852, 300, 0.003333
"RNC_N=300,mq=1,p=0.136000",300.000000, 216, 369, 1.230000, -0.436810, 136.635574, 1.371276, 190.861069, 0.689687, 15, 2.460000, 9434.583984, 300, 0.003333
"RNC_N=300,mq=1,p=0.138000",300.000000, 243, 382, 1.273333, -0.496038, 134.622192, 1.283917, 209.140488, 0.659375, 13, 2.546667, 5570.334961, 300, 0.003333
"RNC_N=300,mq=1,p=0.140000",300.000000, 279, 626, 2.086667, -0.689181, 94.142876, 1.197240, 256.822510, 0.579635, 16, 4.173333, 53786.910156, 300, 0.003333
"RNC_N=300,mq=1,p=0.142000",300.000000, 220, 382, 1.273333, -0.487450, 130.954041, 1.336050, 203.744064, 0.667969, 14, 2.546667, 16130.354492, 300, 0.003333
"RNC_N=300,mq=1,p=0.144000",300.000000, 225, 376, 1.253333, -0.441456, 129.729477, 1.405221, 192.592560, 0.684167, 15, 2.506667, 11659.026367, 300, 0.003333
"RNC_N=300,mq=1,p=0.146000",300.000000, 219, 355, 1.183333, -0.473924, 126.328346, 1.276700, 199.149292, 0.675521, 13, 2.366667, 6317.634766, 300, 0.003333
"RNC_N=300,mq=1,p=0.148000",300.000000, 253, 465, 1.550000, -0.579996, 118.517868, 1.243736, 235.208664, 0.616094, 14, 3.100000, 18509.064453, 300, 0.003333
"RNC_N=300,mq=1,p=0.150000",300.000000, 201, 301, 1.003333, -0.368530, 142.912933, 1.321622, 177.600220, 0.712135, 11, 2.006667, 5517.975098, 300, 0.003333
"RNC_N=300,mq=1,p=0.152000",300.000000, 260, 484, 1.613333, -0.554929, 125.379768, 1.367290, 234.118256, 0.619062, 15, 3.226667, 19194.591797, 300, 0.003333
"RNC_N=300,mq=1,p=0.154000",300.000000, 283, 655, 2.183333, -0.636490, 106.945999, 1.391571, 257.588104, 0.583646, 15, 4.366667, 37077.667969, 300, 0.003333
"RNC_N=300,mq=1,p=0.156000",300.000000, 247, 442, 1.473333, -0.558925, 120.787224, 1.287042, 227.863785, 0.625885, 13, 2.946667, 10635.121094, 300, 0.003333
"RNC_N=300,mq=1,p=0.158000",300.000000, 211, 328, 1.093333, -0.392388, 138.042877, 1.381374, 183.709717, 0.701927, 12, 2.186667, 4135.553711, 300, 0.003333
"RNC_N=300,mq=1,p=0.160000",300.000000, 251, 496, 1.653333, -0.556541, 109.331879, 1.392230, 232.623474, 0.621302, 16, 3.306667, 23155.691406, 300, 0.003333
"RNC_N=300,mq=1,p=0.162000",300.000000, 272, 509, 1.696667, -0.594374, 120.631920, 1.289773, 245.665268, 0.600104, 14, 3.393333, 23499.613281, 300, 0.003333
"RNC_N=300,mq=1,p=0.164000",300.000000, 250, 485, 1.616667, -0.528558, 126.512329, 1.428175, 221.646393, 0.638906, 17, 3.233333, 15133.649414, 300, 0.003333
"RNC_N=300,mq=1,p=0.166000",300.000000, 249, 465, 1.550000, -0.541765, 123.904388, 1.341876, 231.137863, 0.625521, 15, 3.100000, 17911.056641, 300, 0.003333
"RNC_N=300,mq=1,p=0.168000",300.000000, 258, 489, 1.630000, -0.568569, 126.409729, 1.332237, 236.467285, 0.616094, 15, 3.260000, 16335.722656, 300, 0.003333
"RNC_N=300,mq=1,p=0.170000",300.000000, 255, 535, 1.783333, -0.524276, 126.734428, 1.459428, 226.984238, 0.625885, 16, 3.566667, 14595.639648, 300, 0.003333
"RNC_N=300,mq=1,p=0.172000",300.000000, 226, 332, 1.106667, -0.401574, 144.369431, 1.421888, 190.492935, 0.690052, 12, 2.213333, 3338.346924, 300, 0.003333
"RNC_N=300,mq=1,p=0.174000",300.000000, 222, 381, 1.270000, -0.465146, 135.522720, 1.356075, 204.195694, 0.664844, 14, 2.540000, 12934.582031, 300, 0.003333
"RNC_N=300,mq=1,p=0.176000",300.000000, 277, 586, 1.953333, -0.578555, 118.036545, 1.414606, 247.191574, 0.597396, 16, 3.906667, 27299.341797, 300, 0.003333
"RNC_N=300,mq=1,p=0.178000",300.000000, 237, 376, 1.253333, -0.494823, 136.319748, 1.298578, 215.400757, 0.649896, 13, 2.506667, 7462.975098, 300, 0.003333
"RNC_N=300,mq=1,p=0.180000",300.000000, 235, 399, 1.330000, -0.478957, 132.856766, 1.350946, 210.924637, 0.653385, 12, 2.660000, 12395.303711, 300, 0.003333
"RNC_N=300,mq=1,p=0.182000",300.000000, 238, 436, 1.453333, -0.420851, 146.036758, 1.434542, 208.314926, 0.659844, 13, 2.906667, 8329.396484, 300, 0.003333
"RNC_N=300,mq=1,p=0.184000",300.000000, 268, 530, 1.766667, -0.571685, 121.728752, 1.424146, 241.400040, 0.604896, 15, 3.533333, 31698.767578, 300, 0.003333
"RNC_N=300,mq=1,p=0.186000",300.000000, 262, 509, 1.696667, -0.532707, 132.953720, 1.389622, 230.377502, 0.625573, 15, 3.393333, 13073.593750, 300, 0.003333
"RNC_N=300,mq=1,p=0.188000",300.000000, 251, 430, 1.433333, -0.441848, 153.795685, 1.449001, 219.190643, 0.647865, 13, 2.866667, 9792.631836, 300, 0.003333
"RNC_N=300,mq=1,p=0.190000",300.000000, 204, 327, 1.090000, -0.329936, 147.663574, 1.418771, 182.228119, 0.709063, 11, 2.180000, 3582.282715, 300, 0.003333
"RNC_N=300,mq=1,p=0.192000",300.000000, 266, 516, 1.720000, -0.564424, 135.714539, 1.368218, 242.421036, 0.607865, 16, 3.440000, 21539.927734, 300, 0.003333
"RNC_N=300,mq=1,p=0.194000",300.000000, 264, 527, 1.756667, -0.548306, 122.102547, 1.442214, 236.506409, 0.616302, 16, 3.513333, 28192.992188, 300, 0.003333
"RNC_N=300,mq=1,p=0.196000",300.000000, 278, 573, 1.910000, -0.609361, 114.834953, 1.387410, 252.070938, 0.589948, 15, 3.820000, 29442.324219, 300, 0.003333
"RNC_N=300,mq=1,p=0.198000",300.000000, 247, 452, 1.506667, -0.517303, 118.358261, 1.409637, 218.869629, 0.644010, 14, 3.013333, 14657.923828, 300, 0.003333
"RNC_N=300,mq=1,p=0.200000",300.000000, 277, 649, 2.163333, -0.581001, 114.655762, 1.502224, 252.342957, 0.591719, 17, 4.326667, 28750.048828, 300, 0.003333
"RNC_N=300,mq=1,p=0.202000",300.000000, 260, 533, 1.776667, -0.524092, 130.638779, 1.502044, 232.130783, 0.621875, 16, 3.553333, 13982.181641, 300, 0.003333
"RNC_N=300,mq=1,p=0.204000",300.000000, 249, 466, 1.553333, -0.492917, 126.207230, 1.467124, 224.582016, 0.638333, 16, 3.106667, 19476.609375, 300, 0.003333
"RNC_N=300,mq=1,p=0.206000",300.000000, 279, 595, 1.983333, -0.592324, 127.800491, 1.365479, 247.222778, 0.596250, 15, 3.966667, 18635.595703, 300, 0.003333
"RNC_N=300,mq=1,p=0.208000",300.000000, 264, 508, 1.693333, -0.514767, 136.581161, 1.446932, 231.621033, 0.626562, 15, 3.386667, 32855.054688, 300, 0.003333
"RNC_N=300,mq=1,p=0.210000",300.000000, 270, 505, 1.683333, -0.555987, 119.179695, 1.413309, 242.299454, 0.610833, 15, 3.366667, 17333.650391, 300, 0.003333
"RNC_N=300,mq=1,p=0.212000",300.000000, 286, 643, 2.143333, -0.606712, 119.414795, 1.432068, 262.768951, 0.573906, 15, 4.286667, 30563.416016, 300, 0.003333
"RNC_N=300,mq=1,p=0.214000",300.000000, 289, 821, 2.736667, -0.675714, 94.544678, 1.317637, 266.824066, 0.567083, 14, 5.473333, 54588.707031, 300, 0.003333
"RNC_N=300,mq=1,p=0.216000",300.000000, 272, 602, 2.006667, -0.557589, 120.504280, 1.514153, 237.474991, 0.617552, 16, 4.013333, 17709.898438, 300, 0.003333
"RNC_N=300,mq=1,p=0.218000",300.000000, 287, 700, 2.333333, -0.620518, 111.523491, 1.422831, 260.029144, 0.580156, 18, 4.666667, 36586.523438, 300, 0.003333
"RNC_N=300,mq=1,p=0.220000",300.000000, 255, 440, 1.466667, -0.413435, 157.868240, 1.576184, 213.948349, 0.654635, 16, 2.933333, 6366.660156, 300, 0.003333
"RNC_N=300,mq=1,p=0.222000",300.000000, 269, 614, 2.046667, -0.504367, 137.246902, 1.589365, 231.085770, 0.623229, 17, 4.093333, 19733.388672, 300, 0.003333
"RNC_N=300,mq=1,p=0.224000",300.000000, 276, 662, 2.206667, -0.546081, 134.371216, 1.525396, 242.243942, 0.607969, 17, 4.413333, 21570.697266, 300, 0.003333
"RNC_N=300,mq=1,p=0.226000",300.000000, 266, 531, 1.770000, -0.507480, 135.455963, 1.502058, 233.989807, 0.620000, 16, 3.540000, 14880.549805, 300, 0.003333
"RNC_N=300,mq=1,p=0.228000",300.000000, 293, 917, 3.056667, -0.654273, 98.462479, 1.470397, 266.753540, 0.569271, 17, 6.113333, 57963.761719, 300, 0.003333
"RNC_N=300,mq=1,p=0.230000",300.000000, 270, 551, 1.836667, -0.487368, 143.162521, 1.543032, 232.782822, 0.625260, 15, 3.673333, 16275.914062, 300, 0.003333
"RNC_N=300,mq=1,p=0.232000",300.000000, 277, 645, 2.150000, -0.547383, 126.187309, 1.473732, 242.443405, 0.605781, 14, 4.300000, 15761.013672, 300, 0.003333
"RNC_N=300,mq=1,p=0.234000",300.000000, 267, 499, 1.663333, -0.476443, 146.860199, 1.572028, 229.291718, 0.630365, 16, 3.326667, 7754.027832, 300, 0.003333
"RNC_N=300,mq=1,p=0.236000",300.000000, 287, 716, 2.386667, -0.547608, 130.463379, 1.587818, 250.496323, 0.590260, 15, 4.773334, 20740.554688, 300, 0.003333
"RNC_N=300,mq=1,p=0.238000",300.000000, 264, 503, 1.676667, -0.514221, 135.420303, 1.480080, 234.992722, 0.620260, 15, 3.353333, 22812.628906, 300, 0.003333
"RNC_N=300,mq=1,p=0.240000",300.000000, 256, 443, 1.476667, -0.447928, 147.124146, 1.464227, 218.590164, 0.645104, 15, 2.953333, 7693.320312, 300, 0.003333
"RNC_N=300,mq=1,p=0.242000",300.000000, 255, 536, 1.786667, -0.462518, 149.590805, 1.561926, 220.367035, 0.645938, 17, 3.573333, 11687.397461, 300, 0.003333
"RNC_N=300,mq=1,p=0.244000",300.000000, 294, 751, 2.503333, -0.628926, 102.886505, 1.486645, 263.030212, 0.573594, 17, 5.006667, 42809.929688, 300, 0.003333
"RNC_N=300,mq=1,p=0.246000",300.000000, 230, 353, 1.176667, -0.386630, 149.628006, 1.400325, 189.763977, 0.695938, 14, 2.353333, 4358.541504, 300, 0.003333
"RNC_N=300,mq=1,p=0.248000",300.000000, 270, 538, 1.793333, -0.468753, 134.289200, 1.603149, 237.653137, 0.618906, 15, 3.586667, 13512.707031, 300, 0.003333
"RNC_N=300,mq=1,p=0.250000",300.000000, 293, 838, 2.793333, -0.666124, 95.679642, 1.426517, 267.961792, 0.563646, 17, 5.586667, 55568.671875, 300, 0.003333
"RNC_N=300,mq=1,p=0.252000",300.000000, 283, 807, 2.690000, -0.616789, 101.027206, 1.549379, 257.194580, 0.580000, 18, 5.380000, 49882.804688, 300, 0.003333
"RNC_N=300,mq=1,p=0.254000",300.000000, 285, 701, 2.336667, -0.588899, 114.562965, 1.510836, 257.680969, 0.586354, 16, 4.673333, 35990.093750, 300, 0.003333
"RNC_N=300,mq=1,p=0.256000",300.000000, 261, 549, 1.830000, -0.423750, 145.585251, 1.713201, 226.802704, 0.633438, 15, 3.660000, 8149.305176, 300, 0.003333
"RNC_N=300,mq=1,p=0.258000",300.000000, 290, 767, 2.556667, -0.526031, 125.942459, 1.729740, 255.251984, 0.582448, 16, 5.113333, 26908.294922, 300, 0.003333
"RNC_N=300,mq=1,p=0.260000",300.000000, 274, 576, 1.920000, -0.492159, 144.744751, 1.558869, 236.656281, 0.616354, 17, 3.840000, 13408.327148, 300, 0.003333
"RNC_N=300,mq=1,p=0.262000",300.000000, 285, 726, 2.420000, -0.581728, 120.916145, 1.581095, 259.218933, 0.581146, 17, 4.840000, 35396.527344, 300, 0.003333
